"Team","Year","Value Column Name","Value"
"Greece-1","2016","Total No. of Medals Won for Women",
"Greece-1","2016","No. of Gold Medals won By Female",
"Greece-1","2016","Medals Won By Women %",
"Greece-1","2016","Total No. of Female Participants",
"Greece-1","2016","Female Participants%",
"Greece-2","1998","Total No. of Medals Won for Women",
"Greece-2","1998","No. of Gold Medals won By Female",
"Greece-2","1998","Medals Won By Women %",
"Greece-2","1998","Total No. of Female Participants",
"Greece-2","1998","Female Participants%",
"Greece-2","2000","Total No. of Medals Won for Women",
"Greece-2","2000","No. of Gold Medals won By Female",
"Greece-2","2000","Medals Won By Women %",
"Greece-2","2000","Total No. of Female Participants",
"Greece-2","2000","Female Participants%",
"Greece-2","2002","Total No. of Medals Won for Women",
"Greece-2","2002","No. of Gold Medals won By Female",
"Greece-2","2002","Medals Won By Women %",
"Greece-2","2002","Total No. of Female Participants",
"Greece-2","2002","Female Participants%",
"Greece-2","2004","Total No. of Medals Won for Women","0"
"Greece-2","2004","No. of Gold Medals won By Female","0"
"Greece-2","2004","Medals Won By Women %",
"Greece-2","2004","Total No. of Female Participants","2"
"Greece-2","2004","Female Participants%","1"
"Greece-2","2006","Total No. of Medals Won for Women",
"Greece-2","2006","No. of Gold Medals won By Female",
"Greece-2","2006","Medals Won By Women %",
"Greece-2","2006","Total No. of Female Participants",
"Greece-2","2006","Female Participants%",
"Greece-2","2008","Total No. of Medals Won for Women","0"
"Greece-2","2008","No. of Gold Medals won By Female","0"
"Greece-2","2008","Medals Won By Women %",
"Greece-2","2008","Total No. of Female Participants","2"
"Greece-2","2008","Female Participants%","1"
"Greece-2","2010","Total No. of Medals Won for Women",
"Greece-2","2010","No. of Gold Medals won By Female",
"Greece-2","2010","Medals Won By Women %",
"Greece-2","2010","Total No. of Female Participants",
"Greece-2","2010","Female Participants%",
"Greece-2","2012","Total No. of Medals Won for Women",
"Greece-2","2012","No. of Gold Medals won By Female",
"Greece-2","2012","Medals Won By Women %",
"Greece-2","2012","Total No. of Female Participants",
"Greece-2","2012","Female Participants%",
"Greece-2","2014","Total No. of Medals Won for Women",
"Greece-2","2014","No. of Gold Medals won By Female",
"Greece-2","2014","Medals Won By Women %",
"Greece-2","2014","Total No. of Female Participants",
"Greece-2","2014","Female Participants%",
"Greece-2","2016","Total No. of Medals Won for Women",
"Greece-2","2016","No. of Gold Medals won By Female",
"Greece-2","2016","Medals Won By Women %",
"Greece-2","2016","Total No. of Female Participants",
"Greece-2","2016","Female Participants%",
"Greenoaks Dundee","1998","Total No. of Medals Won for Women",
"Greenoaks Dundee","1998","No. of Gold Medals won By Female",
"Greenoaks Dundee","1998","Medals Won By Women %",
"Greenoaks Dundee","1998","Total No. of Female Participants",
"Greenoaks Dundee","1998","Female Participants%",
"Greenoaks Dundee","2000","Total No. of Medals Won for Women",
"Greenoaks Dundee","2000","No. of Gold Medals won By Female",
"Greenoaks Dundee","2000","Medals Won By Women %",
"Greenoaks Dundee","2000","Total No. of Female Participants",
"Greenoaks Dundee","2000","Female Participants%",
"Greenoaks Dundee","2002","Total No. of Medals Won for Women",
"Greenoaks Dundee","2002","No. of Gold Medals won By Female",
"Greenoaks Dundee","2002","Medals Won By Women %",
"Greenoaks Dundee","2002","Total No. of Female Participants",
"Greenoaks Dundee","2002","Female Participants%",
"Greenoaks Dundee","2004","Total No. of Medals Won for Women",
"Greenoaks Dundee","2004","No. of Gold Medals won By Female",
"Greenoaks Dundee","2004","Medals Won By Women %",
"Greenoaks Dundee","2004","Total No. of Female Participants",
"Greenoaks Dundee","2004","Female Participants%",
"Greenoaks Dundee","2006","Total No. of Medals Won for Women",
"Greenoaks Dundee","2006","No. of Gold Medals won By Female",
"Greenoaks Dundee","2006","Medals Won By Women %",
"Greenoaks Dundee","2006","Total No. of Female Participants",
"Greenoaks Dundee","2006","Female Participants%",
"Greenoaks Dundee","2008","Total No. of Medals Won for Women","0"
"Greenoaks Dundee","2008","No. of Gold Medals won By Female","0"
"Greenoaks Dundee","2008","Medals Won By Women %",
"Greenoaks Dundee","2008","Total No. of Female Participants","0"
"Greenoaks Dundee","2008","Female Participants%","0"
"Greenoaks Dundee","2010","Total No. of Medals Won for Women",
"Greenoaks Dundee","2010","No. of Gold Medals won By Female",
"Greenoaks Dundee","2010","Medals Won By Women %",
"Greenoaks Dundee","2010","Total No. of Female Participants",
"Greenoaks Dundee","2010","Female Participants%",
"Greenoaks Dundee","2012","Total No. of Medals Won for Women",
"Greenoaks Dundee","2012","No. of Gold Medals won By Female",
"Greenoaks Dundee","2012","Medals Won By Women %",
"Greenoaks Dundee","2012","Total No. of Female Participants",
"Greenoaks Dundee","2012","Female Participants%",
"Greenoaks Dundee","2014","Total No. of Medals Won for Women",
"Greenoaks Dundee","2014","No. of Gold Medals won By Female",
"Greenoaks Dundee","2014","Medals Won By Women %",
"Greenoaks Dundee","2014","Total No. of Female Participants",
"Greenoaks Dundee","2014","Female Participants%",
"Greenoaks Dundee","2016","Total No. of Medals Won for Women",
"Greenoaks Dundee","2016","No. of Gold Medals won By Female",
"Greenoaks Dundee","2016","Medals Won By Women %",
"Greenoaks Dundee","2016","Total No. of Female Participants",
"Greenoaks Dundee","2016","Female Participants%",
"Grenada","1998","Total No. of Medals Won for Women",
"Grenada","1998","No. of Gold Medals won By Female",
"Grenada","1998","Medals Won By Women %",
"Grenada","1998","Total No. of Female Participants",
"Grenada","1998","Female Participants%",
"Grenada","2000","Total No. of Medals Won for Women","0"
"Grenada","2000","No. of Gold Medals won By Female","0"
"Grenada","2000","Medals Won By Women %",
"Grenada","2000","Total No. of Female Participants","1"
"Grenada","2000","Female Participants%","0.3333333333333333"
"Grenada","2002","Total No. of Medals Won for Women",
"Grenada","2002","No. of Gold Medals won By Female",
"Grenada","2002","Medals Won By Women %",
"Grenada","2002","Total No. of Female Participants",
"Grenada","2002","Female Participants%",
"Grenada","2004","Total No. of Medals Won for Women","0"
"Grenada","2004","No. of Gold Medals won By Female","0"
"Grenada","2004","Medals Won By Women %",
"Grenada","2004","Total No. of Female Participants","2"
"Grenada","2004","Female Participants%","0.4"
"Grenada","2006","Total No. of Medals Won for Women",
"Grenada","2006","No. of Gold Medals won By Female",
"Grenada","2006","Medals Won By Women %",
"Grenada","2006","Total No. of Female Participants",
"Grenada","2006","Female Participants%",
"Grenada","2008","Total No. of Medals Won for Women","0"
"Grenada","2008","No. of Gold Medals won By Female","0"
"Grenada","2008","Medals Won By Women %",
"Grenada","2008","Total No. of Female Participants","5"
"Grenada","2008","Female Participants%","0.5555555555555556"
"Grenada","2010","Total No. of Medals Won for Women",
"Grenada","2010","No. of Gold Medals won By Female",
"Grenada","2010","Medals Won By Women %",
"Grenada","2010","Total No. of Female Participants",
"Grenada","2010","Female Participants%",
"Grenada","2012","Total No. of Medals Won for Women","0"
"Grenada","2012","No. of Gold Medals won By Female","0"
"Grenada","2012","Medals Won By Women %","0"
"Grenada","2012","Total No. of Female Participants","3"
"Grenada","2012","Female Participants%","0.375"
"Grenada","2014","Total No. of Medals Won for Women",
"Grenada","2014","No. of Gold Medals won By Female",
"Grenada","2014","Medals Won By Women %",
"Grenada","2014","Total No. of Female Participants",
"Grenada","2014","Female Participants%",
"Grenada","2016","Total No. of Medals Won for Women","0"
"Grenada","2016","No. of Gold Medals won By Female","0"
"Grenada","2016","Medals Won By Women %","0"
"Grenada","2016","Total No. of Female Participants","1"
"Grenada","2016","Female Participants%","0.16666666666666666"
"Guam","1998","Total No. of Medals Won for Women",
"Guam","1998","No. of Gold Medals won By Female",
"Guam","1998","Medals Won By Women %",
"Guam","1998","Total No. of Female Participants",
"Guam","1998","Female Participants%",
"Guam","2000","Total No. of Medals Won for Women","0"
"Guam","2000","No. of Gold Medals won By Female","0"
"Guam","2000","Medals Won By Women %",
"Guam","2000","Total No. of Female Participants","2"
"Guam","2000","Female Participants%","0.2857142857142857"
"Guam","2002","Total No. of Medals Won for Women",
"Guam","2002","No. of Gold Medals won By Female",
"Guam","2002","Medals Won By Women %",
"Guam","2002","Total No. of Female Participants",
"Guam","2002","Female Participants%",
"Guam","2004","Total No. of Medals Won for Women","0"
"Guam","2004","No. of Gold Medals won By Female","0"
"Guam","2004","Medals Won By Women %",
"Guam","2004","Total No. of Female Participants","1"
"Guam","2004","Female Participants%","0.25"
"Guam","2006","Total No. of Medals Won for Women",
"Guam","2006","No. of Gold Medals won By Female",
"Guam","2006","Medals Won By Women %",
"Guam","2006","Total No. of Female Participants",
"Guam","2006","Female Participants%",
"Guam","2008","Total No. of Medals Won for Women","0"
"Guam","2008","No. of Gold Medals won By Female","0"
"Guam","2008","Medals Won By Women %",
"Guam","2008","Total No. of Female Participants","2"
"Guam","2008","Female Participants%","0.3333333333333333"
"Guam","2010","Total No. of Medals Won for Women",
"Guam","2010","No. of Gold Medals won By Female",
"Guam","2010","Medals Won By Women %",
"Guam","2010","Total No. of Female Participants",
"Guam","2010","Female Participants%",
"Guam","2012","Total No. of Medals Won for Women","0"
"Guam","2012","No. of Gold Medals won By Female","0"
"Guam","2012","Medals Won By Women %",
"Guam","2012","Total No. of Female Participants","3"
"Guam","2012","Female Participants%","0.375"
"Guam","2014","Total No. of Medals Won for Women",
"Guam","2014","No. of Gold Medals won By Female",
"Guam","2014","Medals Won By Women %",
"Guam","2014","Total No. of Female Participants",
"Guam","2014","Female Participants%",
"Guam","2016","Total No. of Medals Won for Women","0"
"Guam","2016","No. of Gold Medals won By Female","0"
"Guam","2016","Medals Won By Women %",
"Guam","2016","Total No. of Female Participants","2"
"Guam","2016","Female Participants%","0.4"
"Guatemala","1998","Total No. of Medals Won for Women",
"Guatemala","1998","No. of Gold Medals won By Female",
"Guatemala","1998","Medals Won By Women %",
"Guatemala","1998","Total No. of Female Participants",
"Guatemala","1998","Female Participants%",
"Guatemala","2000","Total No. of Medals Won for Women","0"
"Guatemala","2000","No. of Gold Medals won By Female","0"
"Guatemala","2000","Medals Won By Women %",
"Guatemala","2000","Total No. of Female Participants","1"
"Guatemala","2000","Female Participants%","0.06666666666666667"
"Guatemala","2002","Total No. of Medals Won for Women",
"Guatemala","2002","No. of Gold Medals won By Female",
"Guatemala","2002","Medals Won By Women %",
"Guatemala","2002","Total No. of Female Participants",
"Guatemala","2002","Female Participants%",
"Guatemala","2004","Total No. of Medals Won for Women","0"
"Guatemala","2004","No. of Gold Medals won By Female","0"
"Guatemala","2004","Medals Won By Women %",
"Guatemala","2004","Total No. of Female Participants","7"
"Guatemala","2004","Female Participants%","0.3888888888888889"
"Guatemala","2006","Total No. of Medals Won for Women",
"Guatemala","2006","No. of Gold Medals won By Female",
"Guatemala","2006","Medals Won By Women %",
"Guatemala","2006","Total No. of Female Participants",
"Guatemala","2006","Female Participants%",
"Guatemala","2008","Total No. of Medals Won for Women","0"
"Guatemala","2008","No. of Gold Medals won By Female","0"
"Guatemala","2008","Medals Won By Women %",
"Guatemala","2008","Total No. of Female Participants","3"
"Guatemala","2008","Female Participants%","0.25"
"Guatemala","2010","Total No. of Medals Won for Women",
"Guatemala","2010","No. of Gold Medals won By Female",
"Guatemala","2010","Medals Won By Women %",
"Guatemala","2010","Total No. of Female Participants",
"Guatemala","2010","Female Participants%",
"Guatemala","2012","Total No. of Medals Won for Women","0"
"Guatemala","2012","No. of Gold Medals won By Female","0"
"Guatemala","2012","Medals Won By Women %","0"
"Guatemala","2012","Total No. of Female Participants","7"
"Guatemala","2012","Female Participants%","0.3684210526315789"
"Guatemala","2014","Total No. of Medals Won for Women",
"Guatemala","2014","No. of Gold Medals won By Female",
"Guatemala","2014","Medals Won By Women %",
"Guatemala","2014","Total No. of Female Participants",
"Guatemala","2014","Female Participants%",
"Guatemala","2016","Total No. of Medals Won for Women","0"
"Guatemala","2016","No. of Gold Medals won By Female","0"
